psa_nr;aufstellort;bezirk_gebiet;abschnitt_von;abschnitt_bis;stellplaetze;roter_punkt;gebuehrenzeit;gebuehr_je_15_min_euro;hoechtsparkdauer_stunde;tagesgebuehr_euro;tarifzone;geokoordinate_nord;geokoordinate_ost
1849;Gymnicher Str. 4;Lindenthal Süd I;Zülpicher Str.;Kerpener Str.;22;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9248859005972;6,9280837116427
1850;Kerpener Str. 7;Lindenthal Süd I;Universitätsstr.;Gymnicher Str.;15;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9252736711133;6,92837670231177
1851;Kerpener Str. ggü. 5;Lindenthal Süd I;Universitätsstr.;Gymnicher Str.;5;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,925470454183;6,92858067425649
1852;Weyertal (Höhe LM 30 - Friedhofszaun);Lindenthal Süd I;Kerpener Str.;Gyrhofstr.;15;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9255855318069;6,92599164921092
1853;Weyertal ggü. 111;Lindenthal Süd I;Kerpener Str.;Gyrhofstr.;15;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9261195638901;6,92564932683787
1854;Weyertal ggü. 115;Lindenthal Süd I;Kerpener Str.;Gyrhofstr.;16;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9269138007438;6,92514370531927
1855;Weyertal (vor Krankenhauseingang);Lindenthal Süd I;Kerpener Str.;Gyrhofstr.;16;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,927568126369;6,92476138418049
1856;Weyertal 117;Lindenthal Süd I;Kerpener Str.;Gyrhofstr.;15;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9272333745741;6,92480436218819
1857;Weyertal 113a;Lindenthal Süd I;Kerpener Str.;Gyrhofstr.;15;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9263408481512;6,92534987607521
1858;Weyertal 111;Lindenthal Süd I;Kerpener Str.;Gyrhofstr.;15;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;;
1859;Weyertal 57;Lindenthal Süd I;Zülpicher Str.;Kerpener Str.;18;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9244577039428;6,92660380592023
1860;Weyertal 46;Lindenthal Süd I;Zülpicher Str.;Kerpener Str.;15;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9244944660578;6,92677072629208
1861;Kerpener Str. 30;Lindenthal Süd I;Weyertal;Robert-Koch-Str.;5;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9248117810387;6,92542757583288
1862;Kerpener Str. 41 - 45;Lindenthal Süd I;Weyertal;Robert-Koch-Str.;12;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9246241096282;6,92442644736043
1863;Kerpener Str. 27;Lindenthal Süd I;Weyertal;Robert-Koch-Str.;12;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9247782140325;6,92581313692979
1864;Robert-Koch-Str. 2;Lindenthal Süd I;Zülpicher Str.;Kerpener Str.;10;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9234171110051;6,92406650253637
1865;Robert-Koch-Str. ggü. 4;Lindenthal Süd I;Zülpicher Str.;Kerpener Str.;13;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9237268134392;6,92371543416976
1866;Robert-Koch-Str. 8;Lindenthal Süd I;Zülpicher Str.;Kerpener Str.;11;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9242099352776;6,92354543305342
1867;Kerpener Str.;Lindenthal Süd I;Robert-Koch-Str.;Joseph-Stelzmann-Str.;10;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9241106954512;6,92239493093821
1868;Kerpener Str.;Lindenthal Süd I;Robert-Koch-Str.;Joseph-Stelzmann-Str.;9;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9238843111739;6,92156407471768
1869;Kerpener Str. 71 - 73;Lindenthal Süd I;Joseph-Stelzmann-Str.;Robert-Koch-Str.;7;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9237629205601;6,92157988344665
1870;Kerpener Str. 55;Lindenthal Süd I;Joseph-Stelzmann-Str.;Robert-Koch-Str.;8;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9240360959603;6,92257880079795
1871;Joseph-Stelzmann-Str. 5b;Lindenthal Süd I;Kerpener Str.;Laudahnstr.;10;Lind-S I + Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,923266072918;6,92101968744147
1872;Joseph-Stelzmann-Str. 10;Lindenthal Süd I;Laudahnstr.;Kerpener Str.;9;Lind-S I + Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9230812063669;6,92126181311922
1873;Joseph-Stelzmann-Str. 2;Lindenthal Süd I;Laudahnstr.;Zülpicher Str.;7;Lind-S I + Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9225858373578;6,92157713123875
1874;Laudahnstr. 2 - 4;Lindenthal Süd I;Robert-Koch-Str.;Joseph-Stelzmann-Str.;30;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9235320495179;6,92323365655009
1875;Laudahnstr. 6;Lindenthal Süd I;Robert-Koch-Str.;Joseph-Stelzmann-Str.;29;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9232179883225;6,92223175841551
1876;Lindenhof 3;Lindenthal Süd I;Joseph-Stelzmann-Str.;Joseph-Stelzmann-Str.;9;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9228082257496;6,92085295999672
1877;Joseph-Stelzmann-Str. 18;Lindenthal Süd I;Kerpener Str.;Bardenheuerstr.;14;Lind-S I + Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,924193981243;6,92066810061593
1878;Joseph-Stelzmann-Str.;Lindenthal Süd I;Bardenheuer Str.;Kerpener Str.;4;Lind-S I + Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9237225078454;6,92075581079699
1879;Arno-Holz-Str. 20 - 26;Lindenthal Süd I;Geibelstr.;Lindenburger Allee;20;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9294420280329;6,9166817408381
1880;Bardenheuerstr.;Lindenthal Süd I;Robert-Koch-Str.;Joseph-Stelzmann-Str.;35;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9266523895802;6,9215082468756
1881;Bardenheuerstr.;Lindenthal Süd I;Joseph-Stelzmann-Str.;Robert-Koch-Str.;12;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9263699945797;6,92046024561285
1882;Wilhelm-Backhaus-Str. 8;Lindenthal Süd I;Gyrhofstr.;Bachemer Str.;32;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9297594652722;6,92171202710909
1883;Wilhelm-Backhaus-Str. 2;Lindenthal Süd I;Bachemer Str.;Gyrhofstr.;12;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9280700906058;6,92290602626786
1884;Wilhelm-Backhaus-Str. 6;Lindenthal Süd I;Bachemer Str.;Gyrhofstr.;37;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9286341669645;6,92259046807766
1885;Gyrhofstr. 24;Lindenthal Süd I;Wilhelm-Backhaus-Str.;Robert-Koch-Str.;23;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9274683774275;6,92215402521374
1886;Robert-Koch-Str. 36;Lindenthal Süd I;Bardenheuer Str.;Kringsweg;12;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9271547762308;6,92142726699903
1887;Robert-Koch-Str. 44 - 50;Lindenthal Süd I;Bardenheuer Str.;Kringsweg;24;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9278973102403;6,92102206193371
1888;Robert-Koch-Str. 54;Lindenthal Süd I;Bardenheuer Str.;Kringsweg;13;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9285807255966;6,92066118804927
1889;Robert-Koch-Str. 30;Lindenthal Süd I;Bardenheuer Str.;Kerpener Str.;16;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;;
1890;Robert-Koch-Str. 10;Lindenthal Süd I;Bardenheuer Str.;Kerpener Str.;18;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,924937964197;6,92313168678385
1891;Robert-Koch-Str. 16;Lindenthal Süd I;Bardenheuer Str.;Kerpener Str.;20;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9256060465946;6,92270725993053
1892;Gyrhofstr. 10;Lindenthal Süd I;Weyertal;Wilhelm-Backhaus-Str.;10;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9279759888475;6,92380635995684
1893;Gyrhofstr. ggü. 16;Lindenthal Süd I;Wilhelm-Backhaus-Str.;Weyertal;10;Lind-S I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9277368555816;6,9233328733464
1894;Schwerinstr. 56;Nippes;Nordstr.;Blücherstr.;11;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,967603463995;6,95792357068527
1895;Schwerinstr. 42;Nippes;Nordstr.;Blücherstr.;11;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9670601910604;6,95787073027083
1896;Bülowstr. 23;Nippes;Blücherstr.;Nordstr.;28;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9668543351303;6,95666181752253
1897;Bülowstr. 33;Nippes;Blücherstr.;Nordstr.;13;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9673704901008;6,95673157671119
1898;Bülowstr. 39;Nippes;Blücherstr.;Nordstr.;13;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9678846670413;6,95678225556174
1899;Yorckstr.;Nippes;Nordstr.;Blücherstr.;15;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9679307222503;6,95501969015449
1900;Yorckstr. 27;Nippes;Nordstr.;Blücherstr.;8;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9670885741335;6,95494259554861
1901;Yorckstr. 24;Nippes;Nordstr.;Blücherstr.;15;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9673866761459;6,95507756180227
1902;Nordstr. 104;Nippes;Niehler Str.;Schwerinstr.;6;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9682031184264;6,95886323058996
1903;Nordstr. 100;Nippes;Niehler Str.;Schwerinstr.;11;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9681203423574;6,95835238500164
1904;Nordstr. 80;Nippes;Schwerinstr.;Bülowstr.;10;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9681121583291;6,95764030020574
1905;Nordstr. 27;Nippes;Bülowstr.;Yorckstr.;7;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9681664327678;6,95677266236252
1906;Nordstr. 17a;Nippes;Bülowstr.;Yorckstr.;8;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9681281862374;6,95605989141423
1907;Nordstr. 68;Nippes;Bülowstr.;Yorckstr.;8;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,968087643791;6,95643556906841
1908;Nordstr. 54;Nippes;Bülowstr.;Yorckstr.;8;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9680326699895;6,95583506744503
1909;Nordstr. 15;Nippes;Yorckstr.;Neusser Str.;20;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9679885093966;6,95449246714211
1910;Nordstr. 11;Nippes;Yorckstr.;Neusser Str.;11;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9679354637982;6,95388560577267
1911;Waterloostr. 13;Nippes;Bülowstr.;Yorckstr.;14;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9673421624059;6,95625119240219
1912;Waterloostr. 2;Nippes;Bülowstr.;Yorckstr.;19;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9672893537534;6,95540478766462
1913;Neusser Str. 356a;Nippes;Nordstr.;Usambarastr.;8;NIPPES I + III;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9683850775586;6,95305106045742
1914;Neusser Str. 374;Nippes;Usambarastr.;Niehler Kirchweg;4;NIPPES I + III;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9692805401059;6,95281230511818
1915;Neusser Str. 404;Nippes;Niehler Kirchweg;Mauenheimer Gürtel;11;NIPPES I + III;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9705072201699;6,95229001485991
1916;Neusser Str. 416;Nippes;Niehler Kirchweg;Mauenheimer Gürtel;10;NIPPES I + III;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9711622976282;6,95201957177705
1917;Usambarastr.;Nippes;Kamerunstr.;Gustav-Nachtigal-Str.;10;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9689631310168;6,95437838689348
1918;Namibiastr. 2;Nippes;;;8;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9686398543022;6,95508828680048
1919;Bülowstr. 74;Nippes;Namibiastr.;Schule;9;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9690226881836;6,95704597414111
1920;Niehler Kirchweg (Parkplatz Hochbahn - Einfahrt rechts);Nippes;Niehler Kirchweg;Neusser Str.;25;NIPPES III + IV;Mo-Fr 09:00 - 16:00 + Sa 09:00 - 13:00;0,50 €;7;Ja;500116;50,9723498869453;6,95472317287458
1921;Niehler Kirchweg (Parkplatz Hochbahn - 3. Pfeiler links in Fahrtrichtung Neusser Str.);Nippes;Niehler Kirchweg;Neusser Str.;56;NIPPES III + IV;Mo-Fr 09:00 - 16:00 + Sa 09:00 - 13:00;0,50 €;7;Ja;500116;50,9724501672353;6,9538596347304
1922;Niehler Kirchweg (Parkplatz Hochbahn - rechts neben dem Zugang zum Supermarkt);Nippes;Niehler Kirchweg;Neusser Str.;41;NIPPES III + IV;Mo-Fr 09:00 - 16:00 + Sa 09:00 - 13:00;0,50 €;7;Ja;500116;50,9722286456678;6,9535010266472
1923;Niehler Kirchweg 63;Nippes;Niehler Gürtel;Neusser Str.;5;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9712794104343;6,95382230892463
1924;Niehler Kirchweg ggü. 62;Nippes;Niehler Gürtel;Neusser Str.;15;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9705580833804;6,95314160989513
1925;Niehler Kirchweg 62;Nippes;Niehler Gürtel;Neusser Str.;10;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9706741934559;6,95345039558248
1926;Niehler Kirchweg (vor Schule);Nippes;Niehler Gürtel;Neusser Str.;9;NIPPES III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9711958406902;6,95395913760759
1927;Neusser Str. 460;Nippes;Niehler Gürtel;Friedrich-Karl-Str.;9;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9732673824508;6,95112749228509
1928;Niehler Kirchweg;Nippes;Friedrich-Karl-Str.;Niehler Gürtel;6;NIPPES IV;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9732755774637;6,95579292233894
1929;Theresienstraße 49;Lindenthal Süd II;Bachemer Str.;Dürener Straße;14;Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9281403378528;6,91401292634912
1930;Niehler Kirchweg;Nippes;Friedrich-Karl-Str.;Niehler Gürtel;15;NIPPES IV;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9733187211118;6,95607291537242
1931;Blücherstr. ggü. 15;Nippes;Yorckstr.;Bülowstr.;7;NIPPES + III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9664752987048;6,95505587269413
1932;Blücherstr.;Nippes;Yorckstr.;Bülowstr.;6;NIPPES + III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9664206280184;6,9559337875179
1933;Blücherstr. 15;Nippes;Yorckstr.;Bülowstr.;7;NIPPES + III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,966543240677;6,95543851410176
1934;Blücherstr. ggü. 18;Nippes;Schwerinstr.;Niehler Straße;10;NIPPES + III;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;500059;50,9663939442925;6,95794388705645
1935;Neusser Str. 411;Nippes;Mauenheimer Gürtel;Niehler Kirchweg;5;NIPPES I + III;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9709501025092;6,95188586305463
1936;Neusser Str. 397 - 399;Nippes;Mauenheimer Gürtel;Niehler Kirchweg;6;NIPPES I + III;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9702902335795;6,95216112843675
1937;Neusser Str. 375;Nippes;Niehler Kirchweg;Nettelbeckstr.;9;NIPPES I + III;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9693247188877;6,95256275031904
1938;Neusser Str. 361;Nippes;Niehler Kirchweg;Nettelbeckstr.;6;NIPPES I + III;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9685793874537;6,95278765877508
1939;Neusser Str. 335;Nippes;Nettelbeckstr.;Schillstr.;6;NIPPES + I;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9671350599045;6,95313297458322
1940;Niehler Kirchweg 41;Nippes;Festplatz;Neusser Str.;71;NIPPES I;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9690819967766;6,95102794659637
1941;Merheimer Str. 279;Nippes;Mauenheimer Gürtel;Mauenheimer Str.;14;NIPPES I;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9708586603779;6,9464695323183
1942;Merheimer Str. 271;Nippes;Mauenheimer Gürtel;Mauenheimer Str.;18;NIPPES I;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9703550290411;6,94657124539527
1943;Merheimer Str. 259;Nippes;Mauenheimer Gürtel;Mauenheimer Str.;17;NIPPES I;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9693775775556;6,94667851933329
1944;Werkstattstr. ggü. 3a;Nippes;1. Straßenabschnitt;;10;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9608880953169;6,94809673976115
1945;Werkstattstr. ggü. 5;Nippes;1. Straßenabschnitt;;4;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,960799966587;6,94751261208032
1946;Werkstattstr. 18;Nippes;1. Straßenabschnitt;;5;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9607349921942;6,94707748808347
1947;Werkstattstr. 20;Nippes;2. Straßenabschnitt;;9;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9607430188487;6,94653653234912
1948;Werkstattstr. ggü. 13a;Nippes;2. Straßenabschnitt;;9;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9606089552682;6,9460288092047
1949;Werkstattstr. 30;Nippes;3. Straßenabschnitt;;19;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9612137786841;6,94588484908956
1950;Werkstattstr. 30 b+c;Nippes;3. Straßenabschnitt;;38;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9617927623235;6,94585367736381
1951;Werkstattstr. 38;Nippes;3. Straßenabschnitt;;15;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9615597665242;6,94557345146439
1952;Werkstattstr. 32;Nippes;3. Straßenabschnitt;;10;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9608817450953;6,94579817311458
1953;Werkstattstr. 44;Nippes;3. Straßenabschnitt;;13;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9605068573423;6,94519796480286
1954;Werkstattstr. 50;Nippes;4. Straßenabschnitt;;36;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9610734695501;6,94472212260034
1955;Werkstattstr. 60;Nippes;4. Straßenabschnitt;;36;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,960912386227;6,94439535225264
1956;Werkstattstr. 64;Nippes;4. Straßenabschnitt;;13;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9605239868256;6,94440923916909
1957;Werkstattstr. 86;Nippes;5. Straßenabschnitt;;28;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9604161591499;6,94359744363588
1958;Werkstattstr. 9;Nippes;;;20;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9605366101134;6,94647136477308
1959;Werkstattstr. 1;Nippes;;;7;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,96087535751;6,9486368661672
1960;Mühlenbach 14;Georgsviertel;Waidmarkt;Mathiasstraße;;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9329312992484;6,95700248388449
1961;Merheimer Str. 56;Nippes;Sechzigstr.;Merheimer Platz;13;NIPPES + II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9588867504426;6,94952557133594
1962;Merheimer Str. 88;Nippes;Sechzigstr.;Wilhelmstr.;15;NIPPES + II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9606103426267;6,94893482201931
1963;Merheimer Str. 99;Nippes;Sechzigstr.;Wilhelmstr.;9;NIPPES + II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9614112472445;6,94864828201952
1964;Merheimer Str. 95;Nippes;Sechzigstr.;Wilhelmstr.;19;NIPPES + II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9610234722714;6,94867020937338
1965;Sechzigstr. 10;Nippes;Merheimer Str.;Nohlstr.;10;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9599235845515;6,94886115363229
1966;Sechzigstr. 32;Nippes;Merheimer Str.;Nohlstr.;15;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9596586784142;6,94678348983573
1967;Sechzigstr. 29;Nippes;Merheimer Str.;Nohlstr.;8;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9597612582202;6,94817834186211
1968;Sechzigstr. 37;Nippes;Merheimer Str.;Nohlstr.;7;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,959682173549;6,94756390546826
1969;Sechzigstr. 42;Nippes;Merheimer Str.;Nohlstr.;8;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9595255860293;6,94562799592703
1970;Höninger Platz;Rodenkirchen;Kendenicher Straße;Stichstr. Höninger Weg;13;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;500012;50,9005320320888;6,9440229353801
1971;Sechzigstr. 52;Nippes;Nohlstr.;Hartwichstr.;40;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9593847789448;6,94451173162381
1972;Sechzigstr. 60;Nippes;Nohlstr.;Hartwichstr.;17;NIPPES II;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;12;Ja;500113;50,9592558581376;6,9434934526746
